prefixo_veiculo,veiculo_acessivel_pessoas_deficiencia,horario_universal_localizacao_capturada,latitude_localizada,longitude_localizada,sv,is,hora_referencia_infos,letreiro_completo,codigo_linha,sentido_linha,letreiro_destino_linha,letreiro_origem_linha,quantidade_veiculos_localizados
25142,True,2024-10-14T00:14:36Z,-23.438654999999997,-46.581126499999996,,,21:14,172U-10,860,1,MOOCA,CEM. PQ. DOS PINHEIROS,10
25174,True,2024-10-14T00:14:31Z,-23.438654999999997,-46.581126499999996,,,21:14,172U-10,860,1,MOOCA,CEM. PQ. DOS PINHEIROS,10
25063,True,2024-10-14T00:14:05Z,-23.438595499999998,-46.581321,,,21:14,172U-10,860,1,MOOCA,CEM. PQ. DOS PINHEIROS,10
55436,True,2024-10-14T00:14:21Z,-23.5469525,-46.565984,,,21:14,524L-10,1715,1,METRÔ TATUAPÉ,PQ. SÃO LUCAS,2
55296,True,2024-10-14T00:14:01Z,-23.6015385,-46.533745499999995,,,21:14,524L-10,1715,1,METRÔ TATUAPÉ,PQ. SÃO LUCAS,2
64422,True,2024-10-14T00:14:32Z,-23.55631475,-46.66207025,,,21:14,875A-10,609,1,PERDIZES,AEROPORTO,3
64452,True,2024-10-14T00:14:38Z,-23.603584875000003,-46.636663250000005,,,21:14,875A-10,609,1,PERDIZES,AEROPORTO,3
64423,True,2024-10-14T00:14:26Z,-23.536384,-46.680613,,,21:14,875A-10,609,1,PERDIZES,AEROPORTO,3
72580,True,2024-10-14T00:14:29Z,-23.67407275,-46.77368725,,,21:14,6836-10,13,1,TERM. JOÃO DIAS,CAPÃO REDONDO,2
72569,True,2024-10-14T00:14:24Z,-23.643456999999998,-46.7356385,,,21:14,6836-10,13,1,TERM. JOÃO DIAS,CAPÃO REDONDO,2
26536,True,2024-10-14T00:14:32Z,-23.434117999999998,-46.5843315,,,21:14,1705-10,849,1,METRÔ TUCURUVI,JD. SÃO JOÃO,8
26088,True,2024-10-14T00:14:31Z,-23.436763,-46.585631,,,21:14,1705-10,849,1,METRÔ TUCURUVI,JD. SÃO JOÃO,8
26539,True,2024-10-14T00:14:11Z,-23.434117999999998,-46.5843315,,,21:14,1705-10,849,1,METRÔ TUCURUVI,JD. SÃO JOÃO,8
26213,True,2024-10-14T00:14:31Z,-23.434117999999998,-46.5843315,,,21:14,1705-10,849,1,METRÔ TUCURUVI,JD. SÃO JOÃO,8
26465,True,2024-10-14T00:14:04Z,-23.434117999999998,-46.5843315,,,21:14,1705-10,849,1,METRÔ TUCURUVI,JD. SÃO JOÃO,8
26032,True,2024-10-14T00:14:04Z,-23.4617485,-46.59443775,,,21:14,1705-10,849,1,METRÔ TUCURUVI,JD. SÃO JOÃO,8
26028,True,2024-10-14T00:14:19Z,-23.434117999999998,-46.5843315,,,21:14,1705-10,849,1,METRÔ TUCURUVI,JD. SÃO JOÃO,8
26164,True,2024-10-14T00:14:16Z,-23.434117999999998,-46.5843315,,,21:14,1705-10,849,1,METRÔ TUCURUVI,JD. SÃO JOÃO,8
11502,True,2024-10-14T00:14:23Z,-23.461478,-46.7084365,,,21:14,8215-10,574,1,PÇA. DO CORREIO,JD. PAULISTANO,3
11508,True,2024-10-14T00:14:32Z,-23.5325365,-46.657965250000004,,,21:14,8215-10,574,1,PÇA. DO CORREIO,JD. PAULISTANO,3
11506,True,2024-10-14T00:14:06Z,-23.471645000000002,-46.6917515,,,21:14,8215-10,574,1,PÇA. DO CORREIO,JD. PAULISTANO,3
21263,True,2024-10-14T00:14:32Z,-23.4808435,-46.604151,,,21:14,107T-10,621,1,TERM. PINHEIROS,METRÔ TUCURUVI,3
21251,True,2024-10-14T00:14:13Z,-23.504243625,-46.624931125,,,21:14,107T-10,621,1,TERM. PINHEIROS,METRÔ TUCURUVI,3
21257,True,2024-10-14T00:14:37Z,-23.555131875,-46.65703212499999,,,21:14,107T-10,621,1,TERM. PINHEIROS,METRÔ TUCURUVI,3
36306,True,2024-10-14T00:14:30Z,-23.548099999999998,-46.389815,,,21:14,3006-10,1865,1,CPTM GUAIANASES,JD. FANGANIELO,4
36216,True,2024-10-14T00:14:20Z,-23.548099999999998,-46.389815,,,21:14,3006-10,1865,1,CPTM GUAIANASES,JD. FANGANIELO,4
36272,True,2024-10-14T00:14:20Z,-23.548099999999998,-46.389815,,,21:14,3006-10,1865,1,CPTM GUAIANASES,JD. FANGANIELO,4
36334,True,2024-10-14T00:14:15Z,-23.548099999999998,-46.389815,,,21:14,3006-10,1865,1,CPTM GUAIANASES,JD. FANGANIELO,4
85702,True,2024-10-14T00:14:00Z,-23.625851,-46.746280999999996,,,21:14,775F-10,796,1,HOSP. DAS CLÍNICAS,JD. DAS PALMAS,4
85703,True,2024-10-14T00:14:23Z,-23.5551405,-46.673454,,,21:14,775F-10,796,1,HOSP. DAS CLÍNICAS,JD. DAS PALMAS,4
85710,True,2024-10-14T00:14:25Z,-23.609498,-46.7489965,,,21:14,775F-10,796,1,HOSP. DAS CLÍNICAS,JD. DAS PALMAS,4
85685,True,2024-10-14T00:14:23Z,-23.625851,-46.746280999999996,,,21:14,775F-10,796,1,HOSP. DAS CLÍNICAS,JD. DAS PALMAS,4
21773,True,2024-10-14T00:14:16Z,-23.5269075,-46.66671425,,,21:14,177Y-10,33635,2,PINHEIROS,METRÔ BARRA FUNDA,4
21767,True,2024-10-14T00:14:24Z,-23.5623425,-46.685475,,,21:14,177Y-10,33635,2,PINHEIROS,METRÔ BARRA FUNDA,4
21772,True,2024-10-14T00:14:22Z,-23.527178499999998,-46.66675275,,,21:14,177Y-10,33635,2,PINHEIROS,METRÔ BARRA FUNDA,4
21763,True,2024-10-14T00:14:31Z,-23.5269075,-46.66671425,,,21:14,177Y-10,33635,2,PINHEIROS,METRÔ BARRA FUNDA,4
77427,True,2024-10-14T00:14:14Z,-23.634016250000002,-46.64735375,,,21:14,857C-10,34669,2,METRÔ CONCEIÇÃO,TERM. CAMPO LIMPO,6
77419,True,2024-10-14T00:14:07Z,-23.631508,-46.7726,,,21:14,857C-10,34669,2,METRÔ CONCEIÇÃO,TERM. CAMPO LIMPO,6
77424,True,2024-10-14T00:14:33Z,-23.644806000000003,-46.7169035,,,21:14,857C-10,34669,2,METRÔ CONCEIÇÃO,TERM. CAMPO LIMPO,6
77417,True,2024-10-14T00:14:25Z,-23.6323625,-46.7722555,,,21:14,857C-10,34669,2,METRÔ CONCEIÇÃO,TERM. CAMPO LIMPO,6
77426,True,2024-10-14T00:14:18Z,-23.6313825,-46.77286,,,21:14,857C-10,34669,2,METRÔ CONCEIÇÃO,TERM. CAMPO LIMPO,6
77423,True,2024-10-14T00:14:13Z,-23.631508,-46.7726,,,21:14,857C-10,34669,2,METRÔ CONCEIÇÃO,TERM. CAMPO LIMPO,6
35949,True,2024-10-14T00:14:31Z,-23.50372375,-46.376094249999994,,,21:14,2016-10,33670,2,SÃO MIGUEL,JD. DAS OLIVEIRAS,4
35787,True,2024-10-14T00:14:21Z,-23.50372375,-46.376094249999994,,,21:14,2016-10,33670,2,SÃO MIGUEL,JD. DAS OLIVEIRAS,4
35985,True,2024-10-14T00:14:10Z,-23.4953155,-46.4310045,,,21:14,2016-10,33670,2,SÃO MIGUEL,JD. DAS OLIVEIRAS,4
35790,True,2024-10-14T00:14:35Z,-23.503359250000003,-46.375994750000004,,,21:14,2016-10,33670,2,SÃO MIGUEL,JD. DAS OLIVEIRAS,4
55305,True,2024-10-14T00:14:21Z,-23.610017,-46.480343500000004,,,21:14,3098-31,34607,2,JD. ELIZABETH,SÃO MATEUS,1
71165,True,2024-10-14T00:14:30Z,-23.563824750000002,-46.640195250000005,,,21:14,6455-10,63,1,LGO. SÃO FRANCISCO,TERM. CAPELINHA,2
71425,True,2024-10-14T00:14:19Z,-23.649198,-46.7526175,,,21:14,6455-10,63,1,LGO. SÃO FRANCISCO,TERM. CAPELINHA,2
10226,True,2024-10-14T00:14:15Z,-23.435774000000002,-46.734807,,,21:14,847J-10,1342,1,JAGUARÉ,CITY JARAGUÁ,2
10224,True,2024-10-14T00:14:14Z,-23.51358125,-46.703233,,,21:14,847J-10,1342,1,JAGUARÉ,CITY JARAGUÁ,2
48841,True,2024-10-14T00:14:19Z,-23.568023500000002,-46.46240375,,,21:14,407H-10,2197,1,METRÔ ITAQUERA,JD. SÃO FRANCISCO,4
48268,True,2024-10-14T00:14:39Z,-23.5422745,-46.470101,,,21:14,407H-10,2197,1,METRÔ ITAQUERA,JD. SÃO FRANCISCO,4
48317,True,2024-10-14T00:14:38Z,-23.6073405,-46.452166500000004,,,21:14,407H-10,2197,1,METRÔ ITAQUERA,JD. SÃO FRANCISCO,4
48238,True,2024-10-14T00:14:31Z,-23.622597,-46.450061500000004,,,21:14,407H-10,2197,1,METRÔ ITAQUERA,JD. SÃO FRANCISCO,4
80172,True,2024-10-14T00:14:15Z,-23.6308255,-46.772924,,,21:14,857R-10,1892,1,ACLIMAÇÃO,TERM. CAMPO LIMPO,3
80364,True,2024-10-14T00:14:37Z,-23.571467875,-46.694129625,,,21:14,857R-10,1892,1,ACLIMAÇÃO,TERM. CAMPO LIMPO,3
80177,True,2024-10-14T00:14:18Z,-23.564383499999998,-46.629481999999996,,,21:14,857R-10,1892,1,ACLIMAÇÃO,TERM. CAMPO LIMPO,3
66442,True,2024-10-14T00:14:04Z,-23.7377555,-46.6976535,,,21:14,6062-10,1151,1,JD. CASTRO ALVES,TERM. GRAJAÚ,2
66881,True,2024-10-14T00:14:12Z,-23.736856500000002,-46.695405,,,21:14,6062-10,1151,1,JD. CASTRO ALVES,TERM. GRAJAÚ,2
82779,True,2024-10-14T00:14:32Z,-23.5466355,-46.69045,,,21:14,809U-21,2307,1,METRÔ VILA MADALENA,METRÔ BARRA FUNDA,2
82768,True,2024-10-14T00:14:19Z,-23.52956075,-46.677462500000004,,,21:14,809U-21,2307,1,METRÔ VILA MADALENA,METRÔ BARRA FUNDA,2
64385,True,2024-10-14T00:14:09Z,-23.6463425,-46.64646425,,,21:14,5164-21,1616,1,PQ. IBIRAPUERA,CID. LEONOR,6
64611,True,2024-10-14T00:13:53Z,-23.646406,-46.644999,,,21:14,5164-21,1616,1,PQ. IBIRAPUERA,CID. LEONOR,6
64470,True,2024-10-14T00:14:07Z,-23.609023999999998,-46.6377985,,,21:14,5164-21,1616,1,PQ. IBIRAPUERA,CID. LEONOR,6
64213,True,2024-10-14T00:14:15Z,-23.646406,-46.644999,,,21:14,5164-21,1616,1,PQ. IBIRAPUERA,CID. LEONOR,6
64386,True,2024-10-14T00:14:18Z,-23.646586749999997,-46.645936000000006,,,21:14,5164-21,1616,1,PQ. IBIRAPUERA,CID. LEONOR,6
64469,True,2024-10-14T00:14:11Z,-23.646586749999997,-46.645936000000006,,,21:14,5164-21,1616,1,PQ. IBIRAPUERA,CID. LEONOR,6
16289,True,2024-10-14T00:14:28Z,-23.4561785,-46.698985,,,21:14,9785-10,828,1,METRÔ BARRA FUNDA,VL. TEREZINHA,3
16231,True,2024-10-14T00:14:26Z,-23.510715625000003,-46.685621749999996,,,21:14,9785-10,828,1,METRÔ BARRA FUNDA,VL. TEREZINHA,3
16181,True,2024-10-14T00:14:31Z,-23.4561785,-46.698985,,,21:14,9785-10,828,1,METRÔ BARRA FUNDA,VL. TEREZINHA,3
51587,True,2024-10-14T00:14:35Z,-23.66302925,-46.6197265,,,21:14,5108-10,34443,2,TERM. PQ. D. PEDRO II,JD. CELESTE,4
51581,True,2024-10-14T00:14:37Z,-23.63370075,-46.616271999999995,,,21:14,5108-10,34443,2,TERM. PQ. D. PEDRO II,JD. CELESTE,4
51580,True,2024-10-14T00:12:15Z,-23.5622665,-46.621649000000005,,,21:14,5108-10,34443,2,TERM. PQ. D. PEDRO II,JD. CELESTE,4
51585,True,2024-10-14T00:14:21Z,-23.66288575,-46.6199235,,,21:14,5108-10,34443,2,TERM. PQ. D. PEDRO II,JD. CELESTE,4
51141,True,2024-10-14T00:14:25Z,-23.597137,-46.541412,,,21:14,4288-10,290,1,TERM. PQ. D. PEDRO II,PQ. STA. MADALENA,2
51142,True,2024-10-14T00:14:10Z,-23.611570999999998,-46.5192775,,,21:14,4288-10,290,1,TERM. PQ. D. PEDRO II,PQ. STA. MADALENA,2
47663,True,2024-10-14T00:14:21Z,-23.540044,-46.4317305,,,21:14,3732-10,33797,2,METRÔ ITAQUERA,CPTM JOSÉ BONIFÁCIO,3
47584,True,2024-10-14T00:14:27Z,-23.551720875,-46.43650625,,,21:14,3732-10,33797,2,METRÔ ITAQUERA,CPTM JOSÉ BONIFÁCIO,3
47053,True,2024-10-14T00:14:15Z,-23.539638500000002,-46.4317615,,,21:14,3732-10,33797,2,METRÔ ITAQUERA,CPTM JOSÉ BONIFÁCIO,3
47127,True,2024-10-14T00:14:10Z,-23.543767000000003,-46.4213975,,,21:14,342N-10,33771,2,E.T. ITAQUERA,COHAB PRES. JUSCELINO KUBITSCHECK,3
47791,True,2024-10-14T00:14:22Z,-23.5629515,-46.3946025,,,21:14,342N-10,33771,2,E.T. ITAQUERA,COHAB PRES. JUSCELINO KUBITSCHECK,3
47232,True,2024-10-14T00:14:02Z,-23.56376075,-46.39810825,,,21:14,342N-10,33771,2,E.T. ITAQUERA,COHAB PRES. JUSCELINO KUBITSCHECK,3
32610,True,2024-10-14T00:14:31Z,-23.544459500000002,-46.390429999999995,,,21:14,2756-10,238,1,METRÔ PATRIARCA,GUAIANASES,2
32231,True,2024-10-14T00:13:17Z,-23.506781,-46.4387675,,,21:14,2756-10,238,1,METRÔ PATRIARCA,GUAIANASES,2
21006,True,2024-10-14T00:14:27Z,-23.534017499999997,-46.644853999999995,,,21:14,119C-10,33429,2,TERM. PRINC. ISABEL,PQ. EDU CHAVES,4
21323,True,2024-10-14T00:13:59Z,-23.514228000000003,-46.581711,,,21:14,119C-10,33429,2,TERM. PRINC. ISABEL,PQ. EDU CHAVES,4
21376,True,2024-10-14T00:14:19Z,-23.4786885,-46.5694165,,,21:14,119C-10,33429,2,TERM. PRINC. ISABEL,PQ. EDU CHAVES,4
21372,True,2024-10-14T00:14:23Z,-23.4788315,-46.5691755,,,21:14,119C-10,33429,2,TERM. PRINC. ISABEL,PQ. EDU CHAVES,4
32258,True,2024-10-14T00:13:52Z,-23.562205499999997,-46.416789,,,21:14,4035-10,35328,2,METRÔ ITAQUERA,GUAIANASES,2
32260,True,2024-10-14T00:14:24Z,-23.558356,-46.3995355,,,21:14,4035-10,35328,2,METRÔ ITAQUERA,GUAIANASES,2
47833,True,2024-10-14T00:13:57Z,-23.614871,-46.418961499999995,,,21:14,3739-10,33807,2,METRÔ ITAQUERA,RECANTO VERDE SOL,4
47133,True,2024-10-14T00:13:59Z,-23.61229,-46.416155,,,21:14,3739-10,33807,2,METRÔ ITAQUERA,RECANTO VERDE SOL,4
47277,True,2024-10-14T00:14:28Z,-23.59459825,-46.4449355,,,21:14,3739-10,33807,2,METRÔ ITAQUERA,RECANTO VERDE SOL,4
47841,True,2024-10-14T00:14:33Z,-23.545394,-46.461946999999995,,,21:14,3739-10,33807,2,METRÔ ITAQUERA,RECANTO VERDE SOL,4
11521,True,2024-10-14T00:14:40Z,-23.4794135,-46.673311999999996,,,21:14,9500-10,33229,2,PÇA. DO CORREIO,TERM. CACHOEIRINHA,3
11517,True,2024-10-14T00:14:00Z,-23.5281565,-46.648118,,,21:14,9500-10,33229,2,PÇA. DO CORREIO,TERM. CACHOEIRINHA,3
11519,True,2024-10-14T00:14:22Z,-23.542425,-46.6356045,,,21:14,9500-10,33229,2,PÇA. DO CORREIO,TERM. CACHOEIRINHA,3
22757,True,2024-10-14T00:14:15Z,-23.459585249999996,-46.6485335,,,21:14,1758-10,552,1,METRÔ SANTANA,JD. ANTÁRTICA,1
47217,True,2024-10-14T00:14:28Z,-23.534502,-46.453213500000004,,,21:14,3712-51,2505,1,METRÔ ITAQUERA,VL. COSMOPOLITA,1
72927,True,2024-10-14T00:14:11Z,-23.6440135,-46.734696,,,21:14,6804-10,30,1,TERM. JOÃO DIAS,JD. INGÁ,2
72770,True,2024-10-14T00:14:09Z,-23.6439105,-46.7348865,,,21:14,6804-10,30,1,TERM. JOÃO DIAS,JD. INGÁ,2
47168,True,2024-10-14T00:13:57Z,-23.5347325,-46.509722749999995,,,21:14,342C-10,1002,1,PENHA,JD. MARÍLIA,4
47167,True,2024-10-14T00:14:11Z,-23.560944,-46.4918265,,,21:14,342C-10,1002,1,PENHA,JD. MARÍLIA,4
47218,True,2024-10-14T00:14:19Z,-23.51998825,-46.541615750000005,,,21:14,342C-10,1002,1,PENHA,JD. MARÍLIA,4
47294,True,2024-10-14T00:14:11Z,-23.560944,-46.4918265,,,21:14,342C-10,1002,1,PENHA,JD. MARÍLIA,4
36007,True,2024-10-14T00:14:03Z,-23.5198535,-46.41966,,,21:14,2704-10,916,1,METRÔ ITAQUERA,JD. ROBRU,6
36164,True,2024-10-14T00:14:00Z,-23.520108,-46.4194075,,,21:14,2704-10,916,1,METRÔ ITAQUERA,JD. ROBRU,6
36096,True,2024-10-14T00:14:25Z,-23.526659000000002,-46.409887999999995,,,21:14,2704-10,916,1,METRÔ ITAQUERA,JD. ROBRU,6
36685,True,2024-10-14T00:14:02Z,-23.52377925,-46.417449,,,21:14,2704-10,916,1,METRÔ ITAQUERA,JD. ROBRU,6
36021,True,2024-10-14T00:14:17Z,-23.526659000000002,-46.409887999999995,,,21:14,2704-10,916,1,METRÔ ITAQUERA,JD. ROBRU,6
36278,True,2024-10-14T00:14:03Z,-23.520108,-46.4194075,,,21:14,2704-10,916,1,METRÔ ITAQUERA,JD. ROBRU,6
82716,True,2024-10-14T00:13:54Z,-23.536144,-46.68660575,,,21:14,856R-10,34196,2,SOCORRO,LAPA,5
82704,True,2024-10-14T00:14:11Z,-23.6700445,-46.719167999999996,,,21:14,856R-10,34196,2,SOCORRO,LAPA,5
82697,True,2024-10-14T00:14:26Z,-23.522837499999998,-46.697286375000004,,,21:14,856R-10,34196,2,SOCORRO,LAPA,5
82776,True,2024-10-14T00:14:32Z,-23.659002,-46.705525,,,21:14,856R-10,34196,2,SOCORRO,LAPA,5
82747,True,2024-10-14T00:14:32Z,-23.5857365,-46.678846,,,21:14,856R-10,34196,2,SOCORRO,LAPA,5
32101,True,2024-10-14T00:14:36Z,-23.4950565,-46.428496,,,21:14,2080-10,33139,2,TERM. ARICANDUVA,CID. KEMEL,2
32141,True,2024-10-14T00:14:33Z,-23.5287765,-46.554375,,,21:14,2080-10,33139,2,TERM. ARICANDUVA,CID. KEMEL,2
10426,True,2024-10-14T00:14:12Z,-23.51451275,-46.7146705,,,21:14,8001-10,1251,1,TERM. LAPA,VL. PIAUÍ,1
10552,True,2024-10-14T00:14:06Z,-23.408328,-46.741003,,,21:14,888P-10,33222,2,COHAB TAIPAS,PERUS,4
10554,True,2024-10-14T00:14:26Z,-23.408318,-46.7415825,,,21:14,888P-10,33222,2,COHAB TAIPAS,PERUS,4
10560,True,2024-10-14T00:14:12Z,-23.442003,-46.708443,,,21:14,888P-10,33222,2,COHAB TAIPAS,PERUS,4
10559,True,2024-10-14T00:14:12Z,-23.4345435,-46.7188635,,,21:14,888P-10,33222,2,COHAB TAIPAS,PERUS,4
52862,True,2024-10-14T00:14:32Z,-23.5734135,-46.642413875,,,21:14,477A-10,346,1,TERM. PINHEIROS,SACOMÃ,3
52798,True,2024-10-14T00:14:11Z,-23.577098499999998,-46.607443,,,21:14,477A-10,346,1,TERM. PINHEIROS,SACOMÃ,3
52829,True,2024-10-14T00:13:56Z,-23.5660505,-46.701559,,,21:14,477A-10,346,1,TERM. PINHEIROS,SACOMÃ,3
32742,True,2024-10-14T00:14:35Z,-23.5048955,-46.366649,,,21:14,273N-10,33158,2,METRÔ VL. MATILDE,CID. KEMEL II,4
32187,True,2024-10-14T00:14:29Z,-23.5051475,-46.36660425,,,21:14,273N-10,33158,2,METRÔ VL. MATILDE,CID. KEMEL II,4
32115,True,2024-10-14T00:14:32Z,-23.5136495,-46.444970125,,,21:14,273N-10,33158,2,METRÔ VL. MATILDE,CID. KEMEL II,4
32199,True,2024-10-14T00:14:12Z,-23.5047085,-46.3668095,,,21:14,273N-10,33158,2,METRÔ VL. MATILDE,CID. KEMEL II,4
36128,True,2024-10-14T00:14:37Z,-23.5853165,-46.383798999999996,,,21:14,3026-10,962,1,CPTM GUAIANASES,VL. IOLANDA II,3
36609,True,2024-10-14T00:14:08Z,-23.5831,-46.385474,,,21:14,3026-10,962,1,CPTM GUAIANASES,VL. IOLANDA II,3
36313,True,2024-10-14T00:14:16Z,-23.542614,-46.4155005,,,21:14,3026-10,962,1,CPTM GUAIANASES,VL. IOLANDA II,3
11679,True,2024-10-14T00:14:12Z,-23.52260975,-46.66022699999999,,,21:14,9653-10,588,1,PÇA. DO CORREIO,PEDRA BRANCA,2
11979,True,2024-10-14T00:14:29Z,-23.47000275,-46.6488195,,,21:14,9653-10,588,1,PÇA. DO CORREIO,PEDRA BRANCA,2
51112,True,2024-10-14T00:14:33Z,-23.583319,-46.5485525,,,21:14,3021-10,33044,2,TERM. VL PRUDENTE,PQ. BANCÁRIO,1
31516,True,2024-10-14T00:14:19Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31780,True,2024-10-14T00:14:00Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31199,True,2024-10-14T00:14:25Z,-23.53650425,-46.5884185,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31097,True,2024-10-14T00:14:06Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31205,True,2024-10-14T00:14:05Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31208,True,2024-10-14T00:13:56Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31781,True,2024-10-14T00:14:04Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31285,True,2024-10-14T00:14:22Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31766,True,2024-10-14T00:14:05Z,-23.510513,-46.503719000000004,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31763,True,2024-10-14T00:14:16Z,-23.53901625,-46.6068375,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31116,True,2024-10-14T00:14:04Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31090,True,2024-10-14T00:14:08Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31355,True,2024-10-14T00:14:12Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31922,True,2024-10-14T00:14:03Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31790,True,2024-10-14T00:14:19Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31356,True,2024-10-14T00:14:08Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31121,True,2024-10-14T00:14:23Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31782,True,2024-10-14T00:14:23Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31284,True,2024-10-14T00:14:09Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
31082,True,2024-10-14T00:14:07Z,-23.517753,-46.475941500000005,,,21:14,208V-10,207,1,TERM. PQ. D. PEDRO II,TERM. A. E. CARVALHO,20
26304,True,2024-10-14T00:14:23Z,-23.438318000000002,-46.574404,,,21:14,172P-10,33626,2,METRÔ BELÉM,VL. ZILDA,5
26518,True,2024-10-14T00:13:59Z,-23.4567685,-46.58757799999999,,,21:14,172P-10,33626,2,METRÔ BELÉM,VL. ZILDA,5
26226,True,2024-10-14T00:14:28Z,-23.497552624999997,-46.595842000000005,,,21:14,172P-10,33626,2,METRÔ BELÉM,VL. ZILDA,5
26335,True,2024-10-14T00:14:08Z,-23.4567865,-46.587906000000004,,,21:14,172P-10,33626,2,METRÔ BELÉM,VL. ZILDA,5
26517,True,2024-10-14T00:13:58Z,-23.517405374999996,-46.588878375,,,21:14,172P-10,33626,2,METRÔ BELÉM,VL. ZILDA,5
45255,True,2024-10-14T00:14:10Z,-23.4948325,-46.469304,,,21:14,2719-10,33700,2,METRÔ VL. MATILDE,ERMELINO MATARAZZO,3
45271,True,2024-10-14T00:14:05Z,-23.4974475,-46.4863395,,,21:14,2719-10,33700,2,METRÔ VL. MATILDE,ERMELINO MATARAZZO,3
45329,True,2024-10-14T00:14:12Z,-23.494729,-46.4696005,,,21:14,2719-10,33700,2,METRÔ VL. MATILDE,ERMELINO MATARAZZO,3
63372,True,2024-10-14T00:14:25Z,-23.677267999999998,-46.628326,,,21:14,5290-10,597,1,TERM. PQ. D. PEDRO II,DIV. DIADEMA,3
63351,True,2024-10-14T00:14:05Z,-23.588058,-46.634502999999995,,,21:14,5290-10,597,1,TERM. PQ. D. PEDRO II,DIV. DIADEMA,3
63380,True,2024-10-14T00:14:29Z,-23.600724,-46.636610000000005,,,21:14,5290-10,597,1,TERM. PQ. D. PEDRO II,DIV. DIADEMA,3
76945,True,2024-10-14T00:14:38Z,-23.6433235,-46.70051375,,,21:14,5154-10,33121,2,TERM. PRINC. ISABEL,TERM. STO. AMARO,4
76943,True,2024-10-14T00:14:19Z,-23.5817445,-46.6580335,,,21:14,5154-10,33121,2,TERM. PRINC. ISABEL,TERM. STO. AMARO,4
76948,True,2024-10-14T00:14:18Z,-23.6317315,-46.7082505,,,21:14,5154-10,33121,2,TERM. PRINC. ISABEL,TERM. STO. AMARO,4
76938,True,2024-10-14T00:13:21Z,-23.654592,-46.714560500000005,,,21:14,5154-10,33121,2,TERM. PRINC. ISABEL,TERM. STO. AMARO,4
21717,True,2024-10-14T00:14:34Z,-23.51702425,-46.653991875,,,21:14,1732-10,33439,2,TERM. AMARAL GURGEL,VL. SABRINA,5
21713,True,2024-10-14T00:14:15Z,-23.487230500000003,-46.574059500000004,,,21:14,1732-10,33439,2,TERM. AMARAL GURGEL,VL. SABRINA,5
21752,True,2024-10-14T00:14:19Z,-23.486873,-46.606316,,,21:14,1732-10,33439,2,TERM. AMARAL GURGEL,VL. SABRINA,5
21705,True,2024-10-14T00:14:02Z,-23.4873935,-46.5741675,,,21:14,1732-10,33439,2,TERM. AMARAL GURGEL,VL. SABRINA,5
21712,True,2024-10-14T00:14:33Z,-23.487555999999998,-46.5742625,,,21:14,1732-10,33439,2,TERM. AMARAL GURGEL,VL. SABRINA,5
16395,True,2024-10-14T00:14:14Z,-23.447775,-46.708842000000004,,,21:14,1036-10,2453,1,CONEXÃO VL. IÓRIO,COHAB BRASILÂNDIA,6
